HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|HUVUDMANS NAMN|REKTORS NAMN|BARN- O FRITIDSPROGRAMMET|BYGG- O ANL. PROGRAMMET|EL- O ENERGIPROGRAMMET|FORDONS- O TRANSP. PROGRAMMET|HANDELS O ADM. PROGRAMMET|HANTVERKSPROGRAMMET|HOTELL O TURISMPROGRAMMET|INDUSTRITEKNISKA PROGRAMMET|NATURBRUKSPROGRAMMET|REST.- O LIVSMEDELSPROGRAMMET|VVS O FASTIGHETSPROGRAMMET|VÅRD O OMSORGSPROGRAMMET|EKONOMIPROGRAMMET|ESTETISKA PROGRAMMET|HUMANISTISKA PROGRAMMET|NATURVETENSKAPSPROGRAMMET|SAMHÄLLSVETENSKAPPROGRAMMET|TEKNIKPROGRAMMET|PREPARANDUTBILDNING|PROGRAMINRIKTAT IND. VAL|INDIVIDUELLT ALTERNATIV|SPRÅKINTRODUKTION|YRKESINTRODUKTION|FLYGTEKNIKUTBILDNINGEN|MARINTEKNIKUTBILDINGEN|SJÖFARTSUTBILDNINGEN|TÅGTEKNIKUTBILDNINGEN|UTBILDNINGEN SAMISKA NÄRINGAR|YRKESDANSARUTBILDNINGEN|VIDAREUTBILDING I FORM FJÄRDE TEKNISKT ÅR|ENDAST INTRODUKTIONSPROGRAM|ELEVER BARN O FRITID|ELEVER BYGG O ANL|ELEVER EL O ENERGI|ELEVER FORDON O TRANSP|ELEVER HANDEL O ADM|ELEVER HANTVERK|ELEVER HOTELL O TURISM|ELEVER INDUSTRITEKNISK|ELEVER NATURBRUK|ELEVER REST O LIVSMEDEL|ELEVER VVS O FASTIGHET|ELEVER VÅRD O OMSORG|TOTALT ANTAL ELEVER RIKSREKRYT UTB|ELEVER EKONOMI|ELEVER ESTETISK|ELEVER HUMANISTISK|ELEVER NATURVETENSKAP|ELEVER SAMHÄLLSVETENSKAP|ELEVER TEKNIK|ELEVER IB|ELEVER INTRO PREPARAND|ELEVER INTRO PROGRAMINR INDIVID|ELEVER YRKESINTRO|ELEVER INTRO INDIVID|ELEVER SPRÅKINTRO|TOTALT ANTAL ELEVER INTRODUKTIONSPROGRAM|ELEVER FLYGTEKNIKUTBILDNING|ELEVER MARINTEKNIKUTBILDNING|ELEVER SJÖFARTSUTBILDNING|ELEVER TÅGTEKNIKUTBILDNING|ELEVER UTB SAMISKA NÄRINGAR|ELEVER YRKESDANSARUTB|ELEVER VIDAREUTB FJÄRDE TEKNISKT ÅR|ELEVER TOTALT|INRIKTNING|JURIDISK FORM
Kommunal|2120000605|07|Kronobergs län|0760|Uppvidinge|11953769|Uppvidinge gymnasieskola|Box 127|36421|ÅSEDA|Floragatan 2|36431|ÅSEDA|0474-47200|http://www.uppvidinge.se/|therese.dahl@uppvidinge.se|UPPVIDINGE KOMMUN|Magnus Andersson|N|J|N|N|N|N|N|J|N|N|N|J|N|N|N|J|J|N|N|J|N|J|J|N|N|N|N|N|N|N|N|0|15|0|0|0|0|0|6|0|0|0|19|0|0|0|0|17|3|0|0|0|1|6|0|26|33|0|0|0|0|0|0|0|93||Kommuner
Kommunal|2120000613|07|Kronobergs län|0761|Lessebo|75395882|Lessebo Gymnasium|Box 13|36050|LESSEBO|Storgatan 51|36050|LESSEBO|0478-12658|http://www.lessebo.se|komvux@lessebo.se|LESSEBO KOMMUN|Anette Weidenmark|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|63|72|0|0|0|0|0|0|0|72||Kommuner
Enskild|5568792997|07|Kronobergs län|0763|Tingsryd|33572033|AMB Education|Box 21|36221|TINGSRYD|Linnerydsvägen 6|36231|TINGSRYD|0760-240350|http://www.ambsweden.com|info@ambsweden.com|Academy of Music and Business Education Tingsryd AB|Magnus Lundin|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|168|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|168|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000621|07|Kronobergs län|0763|Tingsryd|64579522|Wasaskolan|Box 42|36221|TINGSRYD|Linnerydsvägen 8|36231|TINGSRYD|0477-44497|http://www.tingsryd.se/wasaskolan.aspx|wasaskolan@tingsryd.se|TINGSRYDS KOMMUN|Anna Isaksson|J|N|N|N|N|N|N|J|N|N|N|J|J|N|N|J|J|J|J|J|J|J|J|N|N|N|N|N|N|N|N|32|0|0|0|0|0|0|29|0|0|0|7|0|24|0|0|15|44|23|0|2|8|4|4|72|90|0|0|0|0|0|0|0|264||Kommuner
Kommunal|2120000639|07|Kronobergs län|0764|Alvesta|75459583|Allbo Lärcenter||34280|ALVESTA|Hjärtenholm 6|34230|ALVESTA|0472-15332|http://www.alvesta.se|gy@alvesta.se|ALVESTA KOMMUN|Daniel Söderberg|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|54|80|0|0|0|0|0|0|0|80||Kommuner
Kommunal|2120000647|07|Kronobergs län|0765|Älmhult|67422309|Haganässkolan 1|Östra Esplanaden|34323|ÄLMHULT|Östra Esplanaden|34323|ÄLMHULT|+47655222|http://www.almhult.se|utbildning@almhult.se|ÄLMHULTS KOMMUN|Samuel Svensson|J|J|J|J|J|N|N|N|N|N|N|J|N|N|N|N|N|N|N|J|J|J|J|N|N|N|N|N|N|N|N|37|45|33|1|41|0|0|0|0|0|0|12|0|0|0|0|0|0|0|0|0|21|1|15|35|72|0|0|0|0|0|0|0|241||Kommuner
Kommunal|2120000647|07|Kronobergs län|0765|Älmhult|67058407|Haganässkolan2|Östra Esplanaden|34323|ÄLMHULT|Östra Esplanaden|34323|ÄLMHULT|0476-55222|http://www.almhult.se|utbildning@almhult.se|ÄLMHULTS KOMMUN|Elisabeth Roos Johnsson|J|N|N|N|N|N|N|N|N|N|N|N|J|J|N|J|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|1|0|0|0|0|0|0|0|0|0|0|0|0|45|1|0|49|82|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|219||Kommuner
Kommunal|2120000654|07|Kronobergs län|0767|Markaryd|58187973|Kunskapscentrum |Järnvägsgatan 28|28537|MARKARYD|Järnvägsgatan 28|28537|MARKARYD|0433-72208|http://www.kcm.se|kcm@markaryd.se|MARKARYDS KOMMUN|Benny Söderblom|J|N|J|N|N|J|N|N|N|N|J|J|J|N|N|J|J|N|J|J|J|J|J|N|N|N|N|N|N|N|N|17|0|30|0|0|1|0|0|0|0|22|0|0|26|0|0|29|46|0|0|3|12|2|4|30|51|0|0|0|0|0|0|0|222||Kommuner
Enskild|2620000071|07|Kronobergs län|0780|Växjö|24501884|Ingelstadgymnasiet|Hushållningss. KKB Ingelstad|36044|INGELSTAD|Ingelstad|36044|INGELSTAD|0470-38800|http://www.ingelstad.nu|info@ingelstad.nu|HUSHÅLLNINGSSÄLLSKAPET KALMAR-KRONOBERG-BLEKINGE|Malena Richardson|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|165|0|0|0|0|0|0|0|0|0|0|0|0|16|6|0|0|22|0|0|0|0|0|0|0|187|Allmän|Offentliga korporationer och anstalter
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|46707989|Katedralskolan 1|Samuel Ödmans väg 1|35239|VÄXJÖ|Samuel Ödmans väg 1|35239|VÄXJÖ|0470-41738|http://www.katedralskolan.se|katedralskolan@vaxjo.se|VÄXJÖ KOMMUN|Fredrik Abrahamsson|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|331|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|331||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|46986216|Katedralskolan 2|Samuel Ödmans väg 1|35239|VÄXJÖ|Samuel Ödmans väg 1|35239|VÄXJÖ|0470-41738|http://www.katedralskolan.se|katedralskolan@vaxjo.se|VÄXJÖ KOMMUN|Vakant|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|86|0|0|0|78|0|0|0|0|0|0|0|0|0|0|0|0|0|164||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|67924816|Katedralskolan 3|Samuel Ödmans väg 1|35239|VÄXJÖ|Samuel Ödmans väg 1|35239|VÄXJÖ|0470-41738|http://www.katedralskolan.se|katedralskolan@vaxjo.se|VÄXJÖ KOMMUN|Henrik Ahlin|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|352|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|358||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|92805465|Katedralskolan 4|Samuel Ödmans väg 1|35239|VÄXJÖ|Samuel Ödmans väg 1|35236|VÄXJÖ|0470-41738|http://www.katedralskolan.se|katedralskolan@vaxjo.se|VÄXJÖ KOMMUN|Maria Daniels|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|235|173|0|0|3|0|0|2|0|0|0|0|2|0|0|0|0|0|0|0|413||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|56084099|Kungsmadskolan 1|Ekebovägen 12|35233|VÄXJÖ|Ekebovägen 12|35233|VÄXJÖ|0470-41790|http://www.kungsmadskolan.se|kungsmadskolan@vaxjo.se|VÄXJÖ KOMMUN|Martin Wikerstål|N|N|N|J|J|N|N|J|N|N|N|N|N|N|N|N|J|N|J|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|65|143|0|0|34|0|0|0|0|0|0|0|0|0|197|0|0|1|17|1|0|0|19|0|0|0|0|0|0|0|458||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|80711021|Kungsmadskolan 2|Ekebovägen 12|35233|VÄXJÖ|Ekebovägen 12|35233|VÄXJÖ|0470-41790|http://www.kungsmadskolan.se|kungsmadskolan@vaxjo.se|VÄXJÖ KOMMUN|Susanne Morgan|N|N|N|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|87|67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|155||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|54927401|Kungsmadskolan 3|Ekebovägen 12|35233|VÄXJÖ|Ekebovägen 12|35233|VÄXJÖ|0470-41790|http://www.kungsmadskolan.se|kungsmadskolan@vaxjo.se|VÄXJÖ KOMMUN|Ulrika Boström|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|172|172|0|0|0|0|0|0|0|172||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|17648596|Kungsmadskolan 5|Ekebovägen 12|35233|VÄXJÖ|Ekebovägen 12|35233|VÄXJÖ|0470-41790|http://www.kungsmadskolan.se|kungsmadskolan@vaxjo.se|VÄXJÖ KOMMUN|Johan Krantz|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|189|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|6|0|0|0|0|0|0|0|195||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|16720048|Kungsmadskolan 6|Ekebovägen 12|35233|VÄXJÖ|Ekebovägen 12|35233|VÄXJÖ|0470-41790|http://www.kungsmadskolan.se |kungsmadskolan@vaxjo.se|VÄXJÖ KOMMUN|Jenny Wikby|N|N|N|N|N|N|N|N|N|J|N|N|N|J|N|N|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|125|0|0|0|0|96|0|0|0|0|0|1|7|1|0|0|9|0|0|0|0|0|0|0|230||Kommuner
Enskild|5562575786|07|Kronobergs län|0780|Växjö|39341381|Praktiska Växjö|Arabygatan 53|35246|VÄXJÖ|Arabygatan 53|35246|VÄXJÖ|0470-748380|http://www.praktiska.se|tobias.svensson@vindora.se|Praktiska Sverige AB|Tobias Svensson|N|J|J|J|J|N|N|J|N|N|J|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|7|8|6|13|0|0|2|0|0|5|0|0|0|0|0|0|0|0|0|0|28|77|0|0|105|0|0|0|0|0|0|0|146|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566157102|07|Kronobergs län|0780|Växjö|61176909|ProCivitas Privata Gymnasium. Växjö|Vallgatan 12 E|35235|VÄXJÖ|Vallgatan 12 D|35235|VÄXJÖ|0470-742184|http://www.procivitas.se|vaxjo@procivitas.se|ProCivitas Privata Gymnasium AB|Johan Kåberg|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|126|0|0|81|146|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|353|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5567435994|07|Kronobergs län|0780|Växjö|43479922|Skanskagymnasiet|Trädgårdsgatan 26|35234|VÄXJÖ|Trädgårdsgatan 26|35234|VÄXJÖ|010-4488400|http://www.skanska.se/skanskagymnasiet|skanskagymnasiet@skanska.se|Skanskaskolan i Växjö AB|Gabriela Broman|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|J|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|82|0|0|0|0|0|0|0|0|0|0|0|0|0|0|82|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|60088179|Teknikum 1|Gamla Norrvägen 6-8|35243|VÄXJÖ|Gamla Norrvägen 6-8|35243|VÄXJÖ|0470-41900|http://www.teknikum.se/|teknikum@vaxjo.se|VÄXJÖ KOMMUN|Anna Beurling Lantz|J|N|N|N|N|N|N|N|N|N|J|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|81|0|0|0|0|0|0|0|0|0|53|68|0|0|0|0|0|0|0|0|0|15|0|0|0|15|0|0|0|0|0|0|0|217||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|28391147|Teknikum 2|Gamla Norrvägen 6-8|35243|VÄXJÖ|Gamla Norrvägen 6-8|35243|VÄXJÖ|0470-41900|http://www.teknikum.se/|teknikum@vaxjo.se|VÄXJÖ KOMMUN|Magnus Nilsson|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|J|N|0|0|189|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|203|0|0|0|0|0|0|0|0|0|0|0|0|0|0|392||Kommuner
Kommunal|2120000662|07|Kronobergs län|0780|Växjö|77843821|Teknikum 3|Gamla Norrvägen 6-8|35243|VÄXJÖ|Gamla Norrvägen 6-8|35254|VÄXJÖ|0470-41900|http://www.teknikum.se/|teknikum@vaxjo.se|VÄXJÖ KOMMUN|Ulrika Boström|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|J|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|41|66|0|113|0|0|0|0|0|0|0|113||Kommuner
Enskild|5562496629|07|Kronobergs län|0780|Växjö|29209307|Växjö Fria Fordongymnasium|Pistolvägen 1|35250|VÄXJÖ|Pistolvägen 1|35250|VÄXJÖ|0470-60119|http://www.vfg.se|info@vfg.se|VFG Utbildning AB|Stefan Crona|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|J|N|N|N|N|N|N|N|N|0|28|0|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22|24|0|0|46|0|0|0|0|0|0|0|122|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5565847836|07|Kronobergs län|0780|Växjö|21778322|Växjö Fria Gymnasium|Box 466|35106|VÄXJÖ|Västra Esplanaden 9 A|35231|VÄXJÖ|0470-29550|http://www.vaxjofria.se|info@vaxjofria.se|VÄXJÖ FRIA GYMNASIUM AB|Niclas Bjälkenborn|N|N|N|N|N|N|N|N|N|N|N|J|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|76|0|88|0|0|38|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|332|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5563604767|07|Kronobergs län|0781|Ljungby|54839753|Ljungby Fria Gymnasium|Kungsvägen 36|34176|LJUNGBY|Kungsvägen 36|34176|RYSSBY|0703-587373|http://www.ljungbyfria.se|info@ljungbyfria.se|Ljungby Fria Gymnasium AB|Michael Assarsson|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|21|0|0|18|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|49|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566214069|07|Kronobergs län|0781|Ljungby|32705515|RyssbyGymnasiet|Kungsvägen 36|34176|RYSSBY|Kungsvägen 36|34176|RYSSBY|0372-40800|http://www.ryssbygymnasiet.se|info@ryssbygymnasiet.se|RYSSBYGYMNASIET AB|Mikael Rissvik|N|N|N|N|N|N|N|N|J|J|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|114|41|0|0|0|0|0|0|0|0|0|0|0|10|5|0|0|15|0|0|0|0|0|0|0|170|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000670|07|Kronobergs län|0781|Ljungby|60214465|Sunnerbogymnasiet 1|Axel Roothsgatan 13|34137|LJUNGBY|Axel Roothsgatan 13|34137|LJUNGBY|0372-784000|http://www.sunnerbogymnasiet.se|sunnerbogymnasiet@skola.ljungby.se|LJUNGBY KOMMUN|Jimmie Nilsson|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|0|0|0|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|6|0|0|0|0|0|0|0|69||Kommuner
Kommunal|2120000670|07|Kronobergs län|0781|Ljungby|70137084|Sunnerbogymnasiet 2|Axel Roothsgatan 13|34137|LJUNGBY|Axel Roothsgatan 13|34137|LJUNGBY|0372-784000|http://www.sunnerbogymnasiet.se|sunnerbogymnasiet@skola.ljungby.se|LJUNGBY KOMMUN|Kent Ericsson|J|J|J|N|N|J|N|N|N|N|N|N|N|J|N|N|J|N|N|J|N|N|J|N|N|N|N|N|N|N|N|23|78|45|0|1|4|0|0|0|0|0|1|0|0|22|0|0|99|0|0|0|13|0|0|0|13|0|0|0|0|0|0|0|286||Kommuner
Kommunal|2120000670|07|Kronobergs län|0781|Ljungby|82002016|Sunnerbogymnasiet 3|Axel Roothsgatan 13|34137|LJUNGBY|Axel Roothsgatan 13|34137|LJUNGBY|0372-784000|http://www.sunnerbogymnasiet.se|sunnerbogymnasiet@skola.ljungby.se|LJUNGBY KOMMUN|Andreas Söderqvist|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|J|J|J|J|J|J|N|N|N|N|N|N|J|N|1|0|1|0|0|0|0|26|0|0|0|0|0|0|0|0|91|0|64|0|1|2|18|6|61|88|0|0|0|0|0|0|0|271||Kommuner
Kommunal|2120000670|07|Kronobergs län|0781|Ljungby|21901328|Sunnerbogymnasiet 4|Axel Roothsgatan 13|34137|LJUNGBY|Axel Roothsgatan 13|34155|LJUNGBY|0372-784000|http://www.sunnerbogymnasiet.se|sunnerbogymnasiet@skola.ljungby.se|LJUNGBY KOMMUN|Agneta Abrahamsson|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|15|0|0|1|0|0|0|78|0|85|0|0|0|0|0|0|0|9|0|0|0|9|0|0|0|0|0|0|0|188||Kommuner
Kommunal|2120000688|08|Kalmar län|0821|Högsby|67783774|Högsby gymnasieskola|Ringvägen 5|57933|HÖGSBY|Ringvägen 5|57933|HÖGSBY|0491-29350|http://www.hogsby.se|annki.schon@hogsby.se|HÖGSBY KOMMUN|Christina Henriksson|J|J|N|J|J|N|N|J|N|N|N|N|N|N|N|J|J|N|J|J|N|J|J|N|N|N|N|N|N|N|N|8|7|0|1|2|0|0|2|0|0|0|0|0|0|0|0|7|22|0|0|14|6|1|0|33|54|0|0|0|0|0|0|0|103||Kommuner
Kommunal|2120000696|08|Kalmar län|0834|Torsås|55150847|Torsås korrespondensgymnasium|Box 503|38525|TORSÅS|Kyrkvägen 28|38551|SÖDERÅKRA|0486-33585|http://www.torsas.se|info.bildning@torsas.se|TORSÅS KOMMUN|Johanna Fors|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|123|0|65|82|223|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|493||Kommuner
Kommunal|2120000712|08|Kalmar län|0860|Hultsfred|47046103|Hultsfreds gymnasium 1|Box 172|57724|HULTSFRED|Stora Torget 3|57730|HULTSFRED|0495-241119|http://www.hultsfred.se|gymnasiet@hultsfred.se|HULTSFREDS KOMMUN|Andreas Ekberg|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|1|0|47|0|0|30|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|129||Kommuner
Kommunal|2120000712|08|Kalmar län|0860|Hultsfred|56664512|Hultsfreds gymnasium 2|Box 172|57724|HULTSFRED|Stora Torget 3|57730|HULTSFRED|0495-241119|http://www.hultsfred.se|gymnasiet@hultsfred.se|HULTSFREDS KOMMUN|Robert Westin|J|N|N|N|N|N|N|N|N|N|N|J|J|N|N|N|J|N|J|J|J|N|J|N|N|N|N|N|N|N|N|30|2|21|52|4|0|6|1|0|0|0|37|0|0|15|0|0|0|0|0|7|8|15|30|23|83|0|0|0|0|0|0|0|251||Kommuner
Kommunal|2120000712|08|Kalmar län|0860|Hultsfred|38167912|Hultsfreds gymnasium 3|Box 172|57724|HULTSFRED|Stora Torget 3|57730|HULTSFRED|0495-241119|http://www.hultsfred.se|gymnasiet@hultsfred.se|HULTSFREDS KOMMUN|Mikael Pettersson|N|N|N|N|J|N|J|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000720|08|Kalmar län|0861|Mönsterås|16702464|Mönsteråsgymnasiet|Box 33|38321|MÖNSTERÅS|Torggatan 15|38331|MÖNSTERÅS|0499-17500|http://www.monsterasgymnasiet.se/gymnasieprogram|eva.blom@monsteras.se|MÖNSTERÅS KOMMUN|Eva Blom|N|J|J|N|J|N|N|J|N|N|N|J|N|N|N|J|J|J|J|J|J|J|J|N|N|N|N|N|N|N|N|0|6|23|0|5|0|0|3|0|0|0|15|0|0|0|0|20|37|29|0|10|7|1|13|35|66|0|0|0|0|0|0|0|204||Kommuner
Kommunal|2120000738|08|Kalmar län|0862|Emmaboda|17846181|Vilhelm Mobergsgymnasiet|Box 100|36122|EMMABODA|Rådhusgatan 17|36130|EMMABODA|0471-249301|http://www.emmaboda.se/gymnasiet|bildning@emmaboda.se|EMMABODA KOMMUN|Ulf Nilsson|N|N|N|N|N|N|N|J|N|N|N|J|J|N|N|J|J|J|J|N|J|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|25|0|0|0|15|0|22|0|0|19|31|40|0|7|0|0|2|35|44|0|0|0|0|0|0|0|196||Kommuner
Enskild|5565896213|08|Kalmar län|0880|Kalmar|88466776|Calmare Internationella Skola|Malmbrogatan 9-11|39235|KALMAR|Malmbrogatan 9-11|39235|KALMAR|0480-26245|http://www.cis.se|info@cis.se|CIS KALMAR AB|Linda Blomdahl|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|63|0|0|47|70|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|186|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|8324012288|08|Kalmar län|0880|Kalmar|36539945|Dag Hammarskjöld Gymnasiet|Ståthållaregatan 50 A|39244|KALMAR|Ståthållaregatan 50 A|39244|KALMAR|0480-479552|http://www.daghammarskjöldgymnasiet.se|info@kalmarwaldorfskola.se|STIFTELSEN KALMAR WALDORFSKOLA|Irmeli Green|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21|0|6|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|29|Waldorf|Övriga stiftelser och fonder, inkl pensionsstiftelser och personalstiftelser
Enskild|5569306979|08|Kalmar län|0880|Kalmar|40634612|Fria Läroverken i Kalmar|Nygatan 30|39234|KALMAR|Nygatan 30|39234|KALMAR|0735-192931|http://www.ostersjogymnasiet.se/kalmar|kalmar@ostersjogymnasiet.se|Gymnasieskolor i Syd AB|Camilla Söderbäck|J|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|J|N|N|N|N|N|N|N|N|N|N|N|11|0|37|0|0|0|0|0|0|0|0|0|0|0|30|0|0|43|28|0|0|1|0|0|0|1|0|0|0|0|0|0|0|150|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|2620000071|08|Kalmar län|0880|Kalmar|35390185|Helgesbogymnasiet|Ingelstorp 102|39591|KALMAR|Ingelstorp 102|39591|KALMAR|0480-364800|http://www.helgesbo.nu|info@helgesbo.nu|HUSHÅLLNINGSSÄLLSKAPET KALMAR-KRONOBERG-BLEKINGE|Tova Johansson|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|27|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|2|0|0|0|0|0|0|0|29|Allmän|Offentliga korporationer och anstalter
