HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|FKLASS|ÅR1|ÅR2|ÅR3|ÅR4|ÅR5|ÅR6|ÅR7|ÅR8|ÅR9|HUVUDMANS NAMN|REKTORS NAMN|ELEVAR FKLASS|ELEVER ÅR1|ELEVER ÅR2|ELEVER ÅR3|ELEVER ÅR4|ELEVER ÅR5|ELEVER ÅR6|ELEVER ÅR7|ELEVER ÅR8|ELEVER ÅR9|INRIKTNING|JURIDISK FORM
Kommunal|2120000290|03|Uppsala län|0382|Östhammar|31047050|Vallonskolan|Vretavägen 3|74740|GIMO|Vretavägen 3|74740|GIMO|0173-86700|http://www.osthammar.se/vallonskolan|vallonskolan@edu.osthammar.se|N|N|N|N|N|N|J|J|J|J|ÖSTHAMMARS KOMMUN|Vakant|0|0|0|0|0|0|60|50|41|46||Kommuner
Kommunal|2120000290|03|Uppsala län|0382|Östhammar|19663316|Vretaskolan|Idrottsvägen 4|74740|GIMO|Idrottsvägen 4|74242|GIMO|0173-86718|http://www.osthammar.se/vretaskolan|vretaskolan@edu.osthammar.se|J|J|J|N|N|N|N|N|N|N|ÖSTHAMMARS KOMMUN|Christina Ekman|36|38|39|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000290|03|Uppsala län|0382|Östhammar|93413393|Öregrunds skola|Strandgatan 29|74242|ÖREGRUND|Strandgatan 29|74831|ÖREGRUND|0173-86503|http://www.osthammar.se/oregrundsskola|oregrund.skola@edu.osthammar.se|J|J|J|J|J|J|J|N|N|N|ÖSTHAMMARS KOMMUN|Cathrin Lundegård|13|19|16|18|23|23|21|0|0|0||Kommuner
Kommunal|2120000290|03|Uppsala län|0382|Östhammar|57548666|Österbyskolan|Dannemoravägen 5|74831|ÖSTERBYBRUK|Dannemoravägen 5|74831|ÖSTERBYBRUK|0173-85601|http://www.osthammar.se/osterbyskolan|osterbyskolan@edu.osthammar.se|J|J|J|J|J|J|J|J|J|J|ÖSTHAMMARS KOMMUN|Annika Kindvall|31|47|34|34|40|39|23|24|23|21||Kommuner
Landsting|2321000032|04|Södermanlands län|0428|Vingåker|43703035|Dammsdals grundskola|Dammsdal|64392|VINGÅKER|Dammsdal|64392|VINGÅKER|0151-524300|http://www.landstinget.sormland.se/dammsdal|dammsdal.info@dll.se|N|N|N|N|N|N|J|J|J|J|SÖDERMANLANDS LÄNS LANDSTING|Charlotta Widerberg|0|0|0|0|0|0|0|2|2|3||Landsting
Kommunal|2120000308|04|Södermanlands län|0428|Vingåker|30505826|Högsjö skola|Barn- och utbildningsförvalt.|64380|VINGÅKER|Skolgatan 13|64010|HÖGSJÖ|0151-45362|http://www.vingaker.se|bou@vingaker.se|J|J|J|J|J|J|J|N|N|N|VINGÅKERS KOMMUN|Cecilia Bingmark|13|10|12|7|8|11|9|0|0|0||Kommuner
Kommunal|2120000308|04|Södermanlands län|0428|Vingåker|24762802|Marmorbyns skola|Barn- och utbildningsförvalt.|64380|VINGÅKER|Målkavägen|64195|KATRINEHOLM|0150-24227|http://www.vingaker.se|bou@vingaker.se|J|J|J|J|J|J|J|N|N|N|VINGÅKERS KOMMUN|Cecilia Bingmark|9|13|13|16|13|14|15|0|0|0||Kommuner
Kommunal|2120000308|04|Södermanlands län|0428|Vingåker|52426554|Slottsskolan 7-9|Prästgårdsallén|64330|VINGÅKER|Prästgårdsallén|64330|VINGÅKER|0151-19222|http://www.vingaker.se|bou@vingaker.se|N|N|N|N|N|N|N|J|J|J|VINGÅKERS KOMMUN|Torleif Ander|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000308|04|Södermanlands län|0428|Vingåker|52280658|Slottsskolan F-6|Henalavägen|64330|VINGÅKER|Henalavägen|64330|VINGÅKER|0151-19230|http://WWW.VINGAKER.SE|bou@vingaker.se|J|J|J|J|J|J|J|N|N|N|VINGÅKERS KOMMUN|Eva Karlsson|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120000308|04|Södermanlands län|0428|Vingåker|18900112|Sävstaskolan|Barn- och utbildningsförvalt.|64380|VINGÅKER|Källstugugatan|64331|VINGÅKER|0151-19212|http://www.vingaker.se|bou@vingaker.se|J|J|J|J|J|J|J|N|N|N|VINGÅKERS KOMMUN|Stefan Bohlin|44|36|51|49|49|50|50|0|0|0||Kommuner
Enskild|8024509500|04|Södermanlands län|0428|Vingåker|37464454|Österåkersbygdens Friskola|Österåker|64393|VINGÅKER|Österåker|64393|VINGÅKER|0704-807280|http://www.osterakersbygdensfriskola.se|osterakersbygdensfriskola@gmail.com|J|J|J|J|J|J|J|N|N|N|ÖSTERÅKERSBYGDENS FRISKOLEFÖRENING|Ing-Mari Fössevi|5|9|4|6|6|3|5|0|0|0|Allmän|Ideella föreningar
Kommunal|2120002965|04|Södermanlands län|0461|Gnesta|76365900|Dansutskolan F-6||64680|GNESTA|Dansutvägen 30|64631|GNESTA|0158-275264|http://www.gnesta.se|gnesta.kommun@gnesta.se|J|J|J|J|J|J|J|N|N|N|GNESTA KOMMUN|Marie Nyberg |46|50|49|45|38|42|0|0|0|0||Kommuner
Kommunal|2120002965|04|Södermanlands län|0461|Gnesta|71986467|Frejaskolan 7-9||64680|GNESTA|Skolgatan 12|64631|GNESTA|0158-275259|http://www.gnesta.se|gnesta.kommun@gnesta.se|N|N|N|N|N|N|N|J|J|J|GNESTA KOMMUN|Reino Dahl|0|0|0|0|0|0|128|115|98|105||Kommuner
Kommunal|2120002965|04|Södermanlands län|0461|Gnesta|55964770|Frejaskolan F-6||64680|GNESTA|Skolgatan 12|64631|GNESTA|0158-275202|http://www.gnesta.se|gnesta.kommun@gnesta.se|J|J|J|J|J|J|J|N|N|N|GNESTA KOMMUN|Bengt Geriff|33|47|38|38|47|47|0|0|0|0||Kommuner
Enskild|8190013030|04|Södermanlands län|0461|Gnesta|35159342|Gnesta Waldorfskola|Fjällgatan 11-13|64632|GNESTA|Fjällgatan 11-13|64632|GNESTA|0158-52109|http://www.gnestawaldorfskola.se|info@gnestawaldorfskola.se|J|J|J|J|J|J|J|J|J|J|GNESTA WALDORFSKOLEFÖRENING|Markus Apelgren|9|20|21|10|19|15|9|11|16|12|Waldorf|Ideella föreningar
Kommunal|2120002965|04|Södermanlands län|0461|Gnesta|19546209|Kvarnbackaskolan F-6||64680|GNESTA|KVARNBACKASKOLAN, STJÄRNHOV|64691|STJÄRNHOV|0158-40227|http://www.gnesta.se|gnesta.kommun@gnesta.se|J|J|J|J|J|J|J|N|N|N|GNESTA KOMMUN|Miladin Panic|14|13|13|10|10|11|0|0|0|0||Kommuner
Kommunal|2120002965|04|Södermanlands län|0461|Gnesta|17508329|Welandersborgs skola F-6||64680|GNESTA|Velandersborg|64680|GNESTA|070-5747530|http://www.gnesta.se|gnesta.kommun@gnesta.se|J|J|J|J|J|J|J|N|N|N|GNESTA KOMMUN|Miladin Panic|10|9|15|13|11|17|0|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|96678702|Bergshammars skola|Nyköpingsvägen 34, Bergshammar|61150|NYKÖPING|Nyköpingsvägen 34, Bergshammar|61150|NYKÖPING|0155-58367|http://www.nykoping.se/Grundskolor/Bergshammars-skola/|bergshammarsskola@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Kristina Sjöholm|11|16|16|13|17|19|11|0|0|0||Kommuner
Enskild|5568737091|04|Södermanlands län|0480|Nyköping|74105812|Blomenbergska skolan|Lästringe|61199|TYSTBERGA|Lästringe|61199|TYSTBERGA|0706-020230|http://www.blomenbergska.se|rektor@blomenbergska.se|J|J|J|J|J|J|N|N|N|N|Blomenbergska skolan AB|Margareta Sålby|7|4|4|6|3|6|0|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|75850558|Brandkärrsskolan|Brandkärrsvägen 106|61165|NYKÖPING|Brandkärrsvägen 106|61165|NYKÖPING|0155-248410|http://www.nykoping.se/Grundskolor/Brandkarrsskolan/|brandkarrsskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Karin Nylund|34|28|26|24|0|0|0|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|62817522|Bryngelstorpskolan|Trillingsbergsvägen 24|61163|NYKÖPING|Trillingsbergsvägen 24|61163|NYKÖPING|0155-286352|http://www.nykoping.se/Grundskolor/Bryngelstorpskolan/|bryngelstorpskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Anna Kapanen Kjellberg|45|45|48|47|48|43|47|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|54761139|Buskhyttans skola|Koppartorpsv. 23, Buskhyttan|61195|NYKÖPING|Koppartorpsvägen 23 Buskhyttan|61195|NYKÖPING|0155-457782|http://www.nykoping.se/Grundskolor/Buskhyttans-skola/|buskhyttansskola@nykoping.se|J|J|J|J|N|N|N|N|N|N|NYKÖPINGS KOMMUN|Denise Eriksson|9|12|13|5|0|0|0|0|0|0||Kommuner
Enskild|5564834363|04|Södermanlands län|0480|Nyköping|17393295|Båktorp skolan|Tunaholm 1|61195|NYKÖPING|Tunaholm 1|61195|NYKÖPING|0155-51370|http://www.båktorp.se|baktorpab@live.se|N|N|N|N|N|N|N|J|J|J|Båktorp AB|Tomas Nordin|0|0|0|0|0|0|0|1|0|4|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|62179318|Dammlötskolan|Dammlötsvägen 3, Runtuna|61193|NYKÖPING|Dammlötsvägen 3, Runtuna|61193|NYKÖPING|0155-241260|http://www.nykoping.se/Grundskolor/Dammlotskolan/|dammlotskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Vakant|13|22|16|16|16|21|18|0|0|0||Kommuner
Enskild|5567812291|04|Södermanlands län|0480|Nyköping|18915192|Fokusskolan|Hälsovägen 11|61160|NYKÖPING|Hälsovägen 11|61160|NYKÖPING|0155-466304|http://www.fokusskolan.se|info@fokusskolan.se|J|J|J|J|J|J|J|J|J|J|Nyfo AB|Joachim Ärlebrant|19|9|8|8|10|10|20|17|11|17|Konfessionell|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|36534349|Herrhagsskolan|Herrhagsvägen 30|61146|NYKÖPING|Herrhagsvägen 30|61146|NYKÖPING|0155-248880|http://www.nykoping.se/Grundskolor/Herrhagsskolan/|herrhagsskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Minna Uitto|40|58|32|45|34|32|33|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|17279310|Jönåkers skola|Skolvägen 18|61170|JÖNÅKER|Skolvägen 18|61170|JÖNÅKER|0155-70283|http://www.nykoping.se/Grundskolor/Jonakers-skola/|jonakersskola@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Lennart Ström|9|13|12|17|23|16|12|0|0|0||Kommuner
Enskild|5565661815|04|Södermanlands län|0480|Nyköping|88046003|Kunskapsskolan Nyköping|Bagaregatan 6|61131|NYKÖPING|Bagaregatan 6|61131|NYKÖPING|08-50691530|http://www.kunskapsskolan.se|info.nykoping@kunskapsskolan.se|N|N|N|N|N|N|J|J|J|J|KUNSKAPSSKOLAN I SVERIGE AKTIEBOLAG|Linda Teske |0|0|0|0|0|0|108|106|101|90|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|26253454|Långbergsskolan LM|Stockholmsvägen 37|61137|NYKÖPING|Stockholmsvägen 37|61137|NYKÖPING|0155-248744|http://www.nykoping.se/Grundskolor/Langbergsskolan/|langbergsskolan@nykoping.se|J|J|J|J|J|J|J|J|N|N|NYKÖPINGS KOMMUN|Jens Back|30|44|32|21|40|35|40|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|71916478|Långsättersskolan|Långsättervägen 3|61145|NYKÖPING|Långsättervägen 3|61145|NYKÖPING|0155-248815|http://www.nykoping.se/Grundskolor/Langsattersskolan/|langsattersskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Meta Österlund|46|44|42|52|35|51|35|0|0|0||Kommuner
Enskild|8190010572|04|Södermanlands län|0480|Nyköping|75746018|Mikaeliskolan|Box 515|61110|NYKÖPING|Fåfängans väg|61139|NYKÖPING|0155-268415|http://www.mikaeliskolan.se|rektor@mikaeliskolan.se|J|J|J|J|J|J|J|J|J|J|STIFTELSEN MIKAELISKOLAN I NYKÖPING|Petter Björnskär|15|13|10|16|9|14|9|13|15|16|Waldorf|Ideella föreningar
Enskild|5560354309|04|Södermanlands län|0480|Nyköping|20254025|Nyköpings Friskola|Strindbergsgatan 13|61137|NYKÖPING|Strindbergsgatan 13|61137|NYKÖPING|0155-256440|http://www.pysslingen.se/nykopingsfriskola|nykopings.friskola@pysslingen.se|J|J|J|J|J|J|J|J|J|J|PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB|Magdalena Eberhardsson|23|20|23|27|31|20|18|22|33|40|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|31508071|Nyköpings grundsärskola|Långsättersvägen 3|61145|NYKÖPING|Långsättersvägen 3|61145|NYKÖPING|0155-248000|http://www.nykoping.se|regbu@nykoping.se|J|J|J|J|J|J|J|J|J|J|NYKÖPINGS KOMMUN|Lena Stran|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|99757444|Nyköpings högstadium |Rosenkällavägen 39|61136|NYKÖPING|Rosenkällavägen 39|61136|NYKÖPING|0155-457629|http://www.nykoping.se/Grundskolor/Nykopingshogstadium|borgmastarhagsskolan@nykoping.se|N|N|N|N|N|N|N|J|J|J|NYKÖPINGS KOMMUN|Henrik Eriksson|0|0|0|0|0|0|0|392|428|439||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|73220104|Nävekvarns skola|Bruksvägen 1|61176|NÄVEKVARN|Bruksvägen 1|61176|NÄVEKVARN|0155-50114|http://www.nykoping.se/Grundskolor/Navekvarns-skola/|navekvarnsskola@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Denise Eriksson|11|5|7|15|16|13|12|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|87883756|Rosenkällaskolan|Idrottsvägen 1|61162|NYKÖPING|Idrottsvägen 1|61162|NYKÖPING|0155-283286|http://www.nykoping.se/Grundskolor/Rosenkallaskolan/|rosenkallaskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Vakant|24|25|23|22|22|24|27|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|15765666|Råby skola|Råby|61194|NYKÖPING|Råby|61194|NYKÖPING|0155-242054|http://www.nykoping.se/Grundskolor/Rabyskola/|rabyskola@nykoping.se|J|J|J|J|N|N|N|N|N|N|NYKÖPINGS KOMMUN|Kerstina Andersson|9|8|9|9|0|0|0|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|53953848|Sjösa skola|Porfyrvägen 9, Sjösa|61144|NYKÖPING|Porfyrvägen 9, Sjösa|61144|NYKÖPING|0155-220089|http://www.nykoping.se/Grundskolor/Sjosa-skola/|sjosaskola@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Vakant|7|12|11|9|12|11|10|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|23286483|Släbroskolan|Smålandsvägen 18|61156|NYKÖPING|Smålandsvägen 18|61156|NYKÖPING|0155-281465|http://www.nykoping.se/Grundskolor/Slabroskolan/|slabroskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Kerstin Andersson|49|56|63|56|69|65|54|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|19908697|Stenkullaskolan|Stenkullavägen 4|61160|NYKÖPING|Stenkullavägen 4|61160|NYKÖPING|0155-248862|http://www.nykoping.se/Grundskolor/Stenkullaskolan/|stenkullaskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Vakant|20|17|17|25|21|29|23|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|79566399|Stigtomta skola|Skolvägen 4|61175|STIGTOMTA|Skolvägen 4|61175|STIGTOMTA|0155-227401|http://www.nykoping.se/Grundskolor/Stigtomta-skola/|stigtomtaskola@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Anna Egertz|37|37|47|46|54|31|46|0|0|0||Kommuner
Enskild|5565250247|04|Södermanlands län|0480|Nyköping|98693413|Studiero|Stockholmsvägen 32|61174|TYSTBERGA|Stockholmsvägen 32|61174|TYSTBERGA|0155-499035|http://www.friskolanstudiero.se|ulf.pettersson@friskolanstudiero.se|N|N|N|N|N|N|J|J|J|J|HVB LAPPETORP AB|Ulf Pettersson|0|0|0|0|0|0|1|3|5|7|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|71947905|Svalstaskolan|Sleipners väg 2|61150|NYKÖPING|Sleipners väg 2|61150|NYKÖPING|0155-457813|http://www.nykoping.se/Grundskolor/Svalstaskolan/|svalstaskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Jennie Astbrant|44|29|41|34|37|31|23|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|68094768|Tystberga skola|Tystberga|61174|TYSTBERGA|Tystberga|61174|TYSTBERGA|0155-260685|http://www.nykoping.se/Grundskolor/Tystberga-skola/|tystbergaskola@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Susanne Granat Ahlstrand|16|6|24|15|18|11|8|0|0|0||Kommuner
Enskild|5564586716|04|Södermanlands län|0480|Nyköping|50698424|Vittra Kungshagen|Domänvägen 11|61135|NYKÖPING|Domänvägen 11|61135|NYKÖPING|0155-283790|http://www.vittra.se/kungshagen|kungshagen@vittra.se|J|J|J|J|J|J|J|J|J|J|Vittraskolorna AB|Johan Skeppstedt|23|14|16|20|22|28|24|31|17|23|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|8024604285|04|Södermanlands län|0480|Nyköping|57861440|Vrena friskola|Tärnövägen 2|61173|VRENA|Tärnövägen 2|61173|VRENA|0155-91760|http://www.vrenafriskola.se|info@vrenafriskola.se|J|J|J|J|J|J|J|N|N|N|VRENA FRISKOLEFÖRENING|Ulrika Ekström|2|8|11|6|8|9|7|0|0|0|Allmän|Ideella föreningar
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|81899882|Västra skolan|Brunnsgatan 37|61132|NYKÖPING|Brunnsgatan 37|61132|NYKÖPING|0155-248820|http://www.nykoping.se/Grundskolor/Vastra-skolan/|vastraskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Helena Eliasson|33|38|40|35|46|49|12|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|32717317|Ålberga skola|Virbyvägen 14, Ålberga|61190|ÅLBERGA|Virbyvägen 14, Ålberga|61190|ÅLBERGA|0155-72244|http://www.nykoping.se/Grundskolor/Alberga-skola/|albergaskola@nykoping.se|J|J|J|J|N|N|N|N|N|N|NYKÖPINGS KOMMUN|Lennart ström|5|9|6|12|0|0|0|0|0|0||Kommuner
Kommunal|2120002940|04|Södermanlands län|0480|Nyköping|87469558|Östra skolan|Östra Stationsgatan 2|61136|NYKÖPING|Östra Stationsgatan 2|61136|NYKÖPING|0155-247841|http://www.nykoping.se/Grundskolor/Ostra-skolan/|ostraskolan@nykoping.se|J|J|J|J|J|J|J|N|N|N|NYKÖPINGS KOMMUN|Mats Bergman|36|35|43|44|50|59|38|0|0|0||Kommuner
Kommunal|2120000324|04|Södermanlands län|0481|Oxelösund|34893654|Breviksskolan åk 6-9||61381|OXELÖSUND|Oxelögatan 26|61333|OXELÖSUND|0155-38520|http://www.oxelosund.se|breviksskolan@oxelosund.se|N|N|N|N|N|N|J|J|J|J|OXELÖSUNDS KOMMUN|Vakant|0|0|0|0|0|0|100|78|74|81||Kommuner
Kommunal|2120000324|04|Södermanlands län|0481|Oxelösund|95213848|D-skolan||61381|OXELÖSUND|Föreningsgatan 14|61330|OXELÖSUND|0155-38560|http://www.oxelosund.se|d-skolan@oxelosund.se|J|J|J|J|J|J|N|N|N|N|OXELÖSUNDS KOMMUN|Christer Lindahl|23|21|20|26|27|25|0|0|0|0||Kommuner
Kommunal|2120000324|04|Södermanlands län|0481|Oxelösund|46563141|Peterslundsskolan||61381|OXELÖSUND|Lingonvägen 10|61337|OXELÖSUND|0155-38607|http://www.oxelosund.se|peterslundsskolan@oxelosund.se|J|J|J|J|J|J|N|N|N|N|OXELÖSUNDS KOMMUN|Marie Hansson|39|42|46|42|39|32|0|0|0|0||Kommuner
Kommunal|2120000324|04|Södermanlands län|0481|Oxelösund|98215830|Ramdalsskolan||61381|OXELÖSUND|Torpsvägen 1 B|61335|OXELÖSUND|0155-38455|http://www.oxelosund.se|ramdalsskolan@oxelosund.se|J|J|J|J|J|J|N|N|N|N|OXELÖSUNDS KOMMUN|Conny Mindemark|57|50|62|52|48|53|0|0|0|0||Kommuner
Kommunal|2120000332|04|Södermanlands län|0482|Flen|74938627|Bettna skola|Flens kommun Bettna skola|64033|BETTNA|Bettna skola|64033|BETTNA|0157-431201|http://www.flen.se|buk@edu.flen.se|J|J|J|J|J|J|J|N|N|N|FLENS KOMMUN|Ylva Eriksson|7|9|5|13|14|9|13|0|0|0||Kommuner
Kommunal|2120000332|04|Södermanlands län|0482|Flen|59846075|Bruksskolan|Flens kommun Bruksskolan |64806|HÄLLEFORSNÄS|Skolgatan 1|64030|HÄLLEFORSNÄS|0157-431500|http://www.flen.se|buk@edu.flen.se|J|J|J|J|J|J|J|N|N|N|FLENS KOMMUN|Carolina Eriksson|18|15|26|15|27|20|18|0|0|0||Kommuner
Kommunal|2120000332|04|Södermanlands län|0482|Flen|13469322|Ekbackens skola|Box 24, Flens kommun Ekbackens skola |64206|MALMKÖPING|Skolgatan 6|64930|SPARREHOLM|0157-431201|http://www.flen.se|buk@edu.flen.se|J|J|J|J|J|J|J|N|N|N|FLENS KOMMUN|Ylva Eriksson|11|5|13|12|0|0|0|0|0|0||Kommuner
Enskild|5567480511|04|Södermanlands län|0482|Flen|38215460|Europaskolan Malma|Sundbyvägen 2|64261|MALMKÖPING|Sundbyvägen 2|64261|MALMKÖPING|0152-44044|http://www.europaskolan.se|stephan.eriksson@europaskolan.se|N|N|N|N|J|J|J|J|J|J|Europaskolan Grundskola AB|Stephan Eriksson|0|0|0|0|38|30|57|42|32|43|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5568505191|04|Södermanlands län|0482|Flen|52287808|Flens kristna skola|Box 18|64221|FLEN|Rundvägen 7|64234|FLEN|0157-13700|http://www.flenskristnaskola.se|info@flenskristnaskola.se|J|J|J|J|J|J|J|J|J|J|Flens Kristna Skola AB|Vakant|6|7|10|6|6|11|3|17|4|5|Konfessionell|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120000332|04|Södermanlands län|0482|Flen|83252289|Kyrkskolan|Box 24, Flens kommun Kyrkskolan  |64806|HÄLLEFORSNÄS|Harpsundsvägen 28|64232|MELLÖSA|0157-431502|http://www.flen.se|buk@edu.flen.se|J|J|J|J|J|J|J|N|N|N|FLENS KOMMUN|Carolina Eriksson|12|12|21|21|18|16|0|0|0|0||Kommuner
Kommunal|2120000332|04|Södermanlands län|0482|Flen|47627472|Lötenskolan|Flens kommun Lötenskolan|64281|FLEN|Östertorpsvägen 6|64032|FLEN|0157-430601|http://www.flen.se|buk@edu.flen.se|J|J|J|J|J|J|J|N|N|N|FLENS KOMMUN|Per-Ola Andersson|23|29|29|22|21|23|0|0|0|0||Kommuner
Kommunal|2120000332|04|Södermanlands län|0482|Flen|41621337|Malmaskolan|Flens kommun Malmaskolan |64206|MALMKÖPING|Skolgatan 1|64231|MALMKÖPING|0157-431201|http://www.flen.se|buk@edu.flen.se|J|J|J|J|J|J|J|N|N|N|FLENS KOMMUN|Ylva Eriksson|33|30|25|29|8|0|5|0|0|0||Kommuner
Kommunal|2120000332|04|Södermanlands län|0482|Flen|37892065|Nybbleskolan|Flen kommun Nybbleskolan|64281|FLEN|Bergsgatan 25|64237|FLEN|0157-430601|http://www.flen.se|buk@edu.flen.se|J|J|J|J|J|J|J|N|N|N|FLENS KOMMUN|Per-Ola Andersson|25|29|23|24|25|25|0|0|0|0||Kommuner
Kommunal|2120000332|04|Södermanlands län|0482|Flen|81546814|Stenhammarskolan|Flens kommun Stenhammarskolan|64281|FLEN|Drottninggatan 16|64236|FLEN|0157-430540|http://www.flen.se|buk@edu.flen.se|N|N|N|N|N|N|N|J|J|J|FLENS KOMMUN|Katarina Gustafsson|0|0|0|0|0|0|98|113|134|114||Kommuner
Enskild|8185013722|04|Södermanlands län|0482|Flen|87319414|Stiftelsen Dunkers förskola och skola|Dunkers skola|64296|MALMKÖPING|Dunkers skola|64296|MALMKÖPING|0157-22091|http://www.dunkersskola.se|dunkers.skola@telia.com|J|J|J|J|J|J|J|N|N|N|STIFTELSEN DUNKERS SKOLA|Florry Nilsson|7|5|10|12|3|4|2|0|0|0|Allmän|Övriga stiftelser och fonder, inkl pensionsstiftelser och personalstiftelser
Kommunal|2120000332|04|Södermanlands län|0482|Flen|63885774|Söderskolan|Flens kommun Söderskolan|64281|FLEN|Salstagatan 9|64232|FLEN|0157-430601|http://www.flen.se|buk@edu.flen.se|J|J|J|J|J|J|J|N|N|N|FLENS KOMMUN|Per-Ola Andersson|34|22|40|27|34|38|0|0|0|0||Kommuner
Kommunal|2120000340|04|Södermanlands län|0483|Katrineholm|12384005|Bie skola|Kurortsvägen 1|64196|KATRINEHOLM|Kurortsvägen 1|64196|KATRINEHOLM|0150-488208|http://www.bie-skola.se|bie-skola@katrineholm.se|J|J|J|J|J|J|J|N|N|N|KATRINEHOLMS KOMMUN|Ida Peterzén|14|14|13|17|16|9|16|0|0|0||Kommuner
Kommunal|2120000340|04|Södermanlands län|0483|Katrineholm|33139103|Björkviks skola|Åsättersvägen 6|64020|BJÖRKVIK|Åsättersvägen 6|64020|BJÖRKVIK|0155-75310|http://www.bjorkviks-skola.se|bjorkviks-skola@katrineholm.se|J|J|J|J|J|J|J|N|N|N|KATRINEHOLMS KOMMUN|Martin Lindgren|13|14|10|8|9|12|10|0|0|0||Kommuner
Kommunal|2120000340|04|Södermanlands län|0483|Katrineholm|37569310|Forssjö skola|Svanvägen 6|64193|KATRINEHOLM|Svanvägen 6|64193|KATRINEHOLM|0150-57293|http://www.katrineholm.se/forssjo-skola/|forssjo-skola@katrineholm.se|J|J|J|J|J|J|J|N|N|N|KATRINEHOLMS KOMMUN|Emma Sandin|15|11|14|11|15|8|12|0|0|0||Kommuner
